98.288,0.386,1.27
255.068,1.179,4.597
208.904,0.532,1.985
528.864,1.836,9.897
307.419,1.136,5.907
138.283,1.085,1.832
418.883,2.39,4.865
247.439,1.356,2.728
19.478,0.115,0.125
537.54,2.591,9.685
605.507,2.789,8.727
174.765,0.933,2.239
946.766,4.004,10.077
296.49,1.513,4.477
645.69,2.54,7.037
288.975,1.416,3.507
